Heure,IP source,IP destination,Flag,Seq,Length
11:42:06.703841,190-0-175-100.gba.solunet.com.ar.3886,184.107.43.74.http:,[S],"1422705778:1422705898,",120:
11:42:06.703854,190-0-175-100.gba.solunet.com.ar.3887,184.107.43.74.http:,[S],"1691772555:1691772675,",120:
11:42:06.703868,190-0-175-100.gba.solunet.com.ar.3888,184.107.43.74.http:,[S],"1316865905:1316866025,",120:
11:42:06.703882,190-0-175-100.gba.solunet.com.ar.3889,184.107.43.74.http:,[S],"87762140:87762260,",120:
11:42:06.703895,190-0-175-100.gba.solunet.com.ar.3890,184.107.43.74.http:,[S],"1144076837:1144076957,",120:
11:42:06.703908,190-0-175-100.gba.solunet.com.ar.3891,184.107.43.74.http:,[S],"1207756691:1207756811,",120:
11:42:06.703921,190-0-175-100.gba.solunet.com.ar.3892,184.107.43.74.http:,[S],"1763751638:1763751758,",120:
11:42:06.703934,190-0-175-100.gba.solunet.com.ar.3893,184.107.43.74.http:,[S],"2013364431:2013364551,",120:
11:42:06.703947,190-0-175-100.gba.solunet.com.ar.3894,184.107.43.74.http:,[S],"1900677729:1900677849,",120:
11:42:06.704004,190-0-175-100.gba.solunet.com.ar.3895,184.107.43.74.http:,[S],"741877333:741877453,",120:
11:42:06.704021,190-0-175-100.gba.solunet.com.ar.3896,184.107.43.74.http:,[S],"2128687672:2128687792,",120:
11:42:06.704034,190-0-175-100.gba.solunet.com.ar.3897,184.107.43.74.http:,[S],"1260126231:1260126351,",120:
11:42:06.704048,190-0-175-100.gba.solunet.com.ar.3898,184.107.43.74.http:,[S],"3838864:3838984,",120:
11:42:06.704063,190-0-175-100.gba.solunet.com.ar.3899,184.107.43.74.http:,[S],"244054890:244055010,",120:
11:42:06.704076,190-0-175-100.gba.solunet.com.ar.3900,184.107.43.74.http:,[S],"461916526:461916646,",120:
11:42:06.704089,190-0-175-100.gba.solunet.com.ar.3901,184.107.43.74.http:,[S],"2108312259:2108312379,",120:
11:42:06.704102,190-0-175-100.gba.solunet.com.ar.3902,184.107.43.74.http:,[S],"44966191:44966311,",120:
11:42:06.704115,190-0-175-100.gba.solunet.com.ar.3903,184.107.43.74.http:,[S],"1788449821:1788449941,",120:
11:42:06.704128,190-0-175-100.gba.solunet.com.ar.3904,184.107.43.74.http:,[S],"937311569:937311689,",120:
11:42:06.704141,190-0-175-100.gba.solunet.com.ar.3905,184.107.43.74.http:,[S],"1889628561:1889628681,",120:
11:42:06.704154,190-0-175-100.gba.solunet.com.ar.3906,184.107.43.74.http:,[S],"1353955687:1353955807,",120:
11:42:06.704167,190-0-175-100.gba.solunet.com.ar.3907,184.107.43.74.http:,[S],"797893889:797894009,",120:
11:42:06.704180,190-0-175-100.gba.solunet.com.ar.3908,184.107.43.74.http:,[S],"2140606377:2140606497,",120:
11:42:06.704193,190-0-175-100.gba.solunet.com.ar.3909,184.107.43.74.http:,[S],"542228033:542228153,",120:
11:42:06.704207,190-0-175-100.gba.solunet.com.ar.3910,184.107.43.74.http:,[S],"67271501:67271621,",120:
11:42:06.704220,190-0-175-100.gba.solunet.com.ar.3911,184.107.43.74.http:,[S],"950109245:950109365,",120:
11:42:06.704233,190-0-175-100.gba.solunet.com.ar.3912,184.107.43.74.http:,[S],"1412046937:1412047057,",120:
11:42:06.704246,190-0-175-100.gba.solunet.com.ar.3913,184.107.43.74.http:,[S],"1511681076:1511681196,",120:
11:42:06.704259,190-0-175-100.gba.solunet.com.ar.3914,184.107.43.74.http:,[S],"1529375388:1529375508,",120:
11:42:06.704272,190-0-175-100.gba.solunet.com.ar.3915,184.107.43.74.http:,[S],"1652499663:1652499783,",120:
11:42:06.704285,190-0-175-100.gba.solunet.com.ar.3916,184.107.43.74.http:,[S],"842980226:842980346,",120:
11:42:06.704298,190-0-175-100.gba.solunet.com.ar.3917,184.107.43.74.http:,[S],"523522853:523522973,",120:
11:42:06.704311,190-0-175-100.gba.solunet.com.ar.3918,184.107.43.74.http:,[S],"238416453:238416573,",120:
11:42:06.704324,190-0-175-100.gba.solunet.com.ar.3919,184.107.43.74.http:,[S],"1304526931:1304527051,",120:
11:42:06.704337,190-0-175-100.gba.solunet.com.ar.3920,184.107.43.74.http:,[S],"1662132779:1662132899,",120:
11:42:06.704350,190-0-175-100.gba.solunet.com.ar.3921,184.107.43.74.http:,[S],"307827187:307827307,",120:
11:42:06.704363,190-0-175-100.gba.solunet.com.ar.3922,184.107.43.74.http:,[S],"596850493:596850613,",120:
11:42:06.704376,190-0-175-100.gba.solunet.com.ar.3923,184.107.43.74.http:,[S],"2145470688:2145470808,",120:
11:42:06.704390,190-0-175-100.gba.solunet.com.ar.3924,184.107.43.74.http:,[S],"524601259:524601379,",120:
11:42:06.704403,190-0-175-100.gba.solunet.com.ar.3925,184.107.43.74.http:,[S],"1929887233:1929887353,",120:
11:42:06.704416,190-0-175-100.gba.solunet.com.ar.3926,184.107.43.74.http:,[S],"660754998:660755118,",120:
11:42:06.704438,190-0-175-100.gba.solunet.com.ar.3927,184.107.43.74.http:,[S],"993375875:993375995,",120:
11:42:06.704454,190-0-175-100.gba.solunet.com.ar.3928,184.107.43.74.http:,[S],"2040392447:2040392567,",120:
11:42:06.704469,190-0-175-100.gba.solunet.com.ar.3929,184.107.43.74.http:,[S],"1658159930:1658160050,",120:
11:42:06.704485,190-0-175-100.gba.solunet.com.ar.3930,184.107.43.74.http:,[S],"90733215:90733335,",120:
11:42:06.704501,190-0-175-100.gba.solunet.com.ar.3931,184.107.43.74.http:,[S],"2094996124:2094996244,",120:
11:42:06.704517,190-0-175-100.gba.solunet.com.ar.3932,184.107.43.74.http:,[S],"1189326324:1189326444,",120:
11:42:06.704532,190-0-175-100.gba.solunet.com.ar.3933,184.107.43.74.http:,[S],"1713657303:1713657423,",120:
11:42:06.704548,190-0-175-100.gba.solunet.com.ar.3934,184.107.43.74.http:,[S],"1161471585:1161471705,",120:
11:42:06.704563,190-0-175-100.gba.solunet.com.ar.3935,184.107.43.74.http:,[S],"470080741:470080861,",120:
11:42:06.704579,190-0-175-100.gba.solunet.com.ar.3936,184.107.43.74.http:,[S],"1529113331:1529113451,",120:
11:42:06.704595,190-0-175-100.gba.solunet.com.ar.3937,184.107.43.74.http:,[S],"1397557747:1397557867,",120:
11:42:06.704610,190-0-175-100.gba.solunet.com.ar.3938,184.107.43.74.http:,[S],"873307878:873307998,",120:
11:42:06.704626,190-0-175-100.gba.solunet.com.ar.3939,184.107.43.74.http:,[S],"2096970101:2096970221,",120:
11:42:06.704641,190-0-175-100.gba.solunet.com.ar.3940,184.107.43.74.http:,[S],"1315805153:1315805273,",120:
11:42:06.704655,190-0-175-100.gba.solunet.com.ar.3941,184.107.43.74.http:,[S],"744568184:744568304,",120:
11:42:06.704668,190-0-175-100.gba.solunet.com.ar.3942,184.107.43.74.http:,[S],"1333368439:1333368559,",120:
11:42:06.704681,190-0-175-100.gba.solunet.com.ar.3943,184.107.43.74.http:,[S],"199285560:199285680,",120:
11:42:06.704694,190-0-175-100.gba.solunet.com.ar.3944,184.107.43.74.http:,[S],"1001484270:1001484390,",120:
11:42:06.704707,190-0-175-100.gba.solunet.com.ar.3945,184.107.43.74.http:,[S],"974372663:974372783,",120:
11:42:06.704728,190-0-175-100.gba.solunet.com.ar.3946,184.107.43.74.http:,[S],"1770450401:1770450521,",120:
11:42:06.704742,190-0-175-100.gba.solunet.com.ar.3947,184.107.43.74.http:,[S],"2085214062:2085214182,",120:
11:42:06.704755,190-0-175-100.gba.solunet.com.ar.3948,184.107.43.74.http:,[S],"294702853:294702973,",120:
11:42:06.704768,190-0-175-100.gba.solunet.com.ar.3949,184.107.43.74.http:,[S],"932300522:932300642,",120:
11:42:06.704781,190-0-175-100.gba.solunet.com.ar.3950,184.107.43.74.http:,[S],"1007566705:1007566825,",120:
11:42:06.704794,190-0-175-100.gba.solunet.com.ar.3951,184.107.43.74.http:,[S],"35150533:35150653,",120:
11:42:06.704807,190-0-175-100.gba.solunet.com.ar.3952,184.107.43.74.http:,[S],"470362842:470362962,",120:
11:42:06.704820,190-0-175-100.gba.solunet.com.ar.3953,184.107.43.74.http:,[S],"762570477:762570597,",120:
11:42:06.704834,190-0-175-100.gba.solunet.com.ar.3954,184.107.43.74.http:,[S],"909760477:909760597,",120:
11:42:06.704847,190-0-175-100.gba.solunet.com.ar.3955,184.107.43.74.http:,[S],"1436534102:1436534222,",120:
11:42:06.704860,190-0-175-100.gba.solunet.com.ar.3956,184.107.43.74.http:,[S],"2125294937:2125295057,",120:
11:42:06.704873,190-0-175-100.gba.solunet.com.ar.3957,184.107.43.74.http:,[S],"1489314332:1489314452,",120:
11:42:06.704886,190-0-175-100.gba.solunet.com.ar.3958,184.107.43.74.http:,[S],"521968162:521968282,",120:
11:42:06.704899,190-0-175-100.gba.solunet.com.ar.3959,184.107.43.74.http:,[S],"1263648874:1263648994,",120:
11:42:06.704912,190-0-175-100.gba.solunet.com.ar.3960,184.107.43.74.http:,[S],"1077549102:1077549222,",120:
11:42:06.704925,190-0-175-100.gba.solunet.com.ar.3961,184.107.43.74.http:,[S],"54402063:54402183,",120:
11:42:06.704938,190-0-175-100.gba.solunet.com.ar.3962,184.107.43.74.http:,[S],"289203880:289204000,",120:
11:42:06.704951,190-0-175-100.gba.solunet.com.ar.3963,184.107.43.74.http:,[S],"823797230:823797350,",120:
11:42:06.704965,190-0-175-100.gba.solunet.com.ar.3964,184.107.43.74.http:,[S],"1224355768:1224355888,",120:
11:42:06.704978,190-0-175-100.gba.solunet.com.ar.3965,184.107.43.74.http:,[S],"504867431:504867551,",120:
11:42:06.704991,190-0-175-100.gba.solunet.com.ar.3966,184.107.43.74.http:,[S],"1282896609:1282896729,",120:
11:42:06.705004,190-0-175-100.gba.solunet.com.ar.3967,184.107.43.74.http:,[S],"792589337:792589457,",120:
11:42:06.705017,190-0-175-100.gba.solunet.com.ar.3968,184.107.43.74.http:,[S],"431503361:431503481,",120:
11:42:06.705030,190-0-175-100.gba.solunet.com.ar.3969,184.107.43.74.http:,[S],"1072946559:1072946679,",120:
11:42:06.705043,190-0-175-100.gba.solunet.com.ar.3970,184.107.43.74.http:,[S],"518921737:518921857,",120:
11:42:06.705056,190-0-175-100.gba.solunet.com.ar.3971,184.107.43.74.http:,[S],"85234048:85234168,",120:
11:42:06.705069,190-0-175-100.gba.solunet.com.ar.3972,184.107.43.74.http:,[S],"516451677:516451797,",120:
11:42:06.705082,190-0-175-100.gba.solunet.com.ar.3973,184.107.43.74.http:,[S],"998459414:998459534,",120:
11:42:06.705095,190-0-175-100.gba.solunet.com.ar.3974,184.107.43.74.http:,[S],"1730542821:1730542941,",120:
11:42:06.705108,190-0-175-100.gba.solunet.com.ar.3975,184.107.43.74.http:,[S],"1566702519:1566702639,",120:
11:42:06.705121,190-0-175-100.gba.solunet.com.ar.3976,184.107.43.74.http:,[S],"1481311171:1481311291,",120:
11:42:06.705134,190-0-175-100.gba.solunet.com.ar.3977,184.107.43.74.http:,[S],"1097335531:1097335651,",120:
11:42:06.705147,190-0-175-100.gba.solunet.com.ar.3978,184.107.43.74.http:,[S],"352506013:352506133,",120:
11:42:06.705161,190-0-175-100.gba.solunet.com.ar.3979,184.107.43.74.http:,[S],"1689009118:1689009238,",120:
11:42:06.705182,190-0-175-100.gba.solunet.com.ar.3980,184.107.43.74.http:,[S],"1744178072:1744178192,",120:
11:42:06.705198,190-0-175-100.gba.solunet.com.ar.3981,184.107.43.74.http:,[S],"1525579580:1525579700,",120:
11:42:06.705213,190-0-175-100.gba.solunet.com.ar.3982,184.107.43.74.http:,[S],"1068364176:1068364296,",120:
11:42:06.705229,190-0-175-100.gba.solunet.com.ar.3983,184.107.43.74.http:,[S],"842894701:842894821,",120:
11:42:06.705244,190-0-175-100.gba.solunet.com.ar.3984,184.107.43.74.http:,[S],"1611741634:1611741754,",120:
11:42:06.705260,190-0-175-100.gba.solunet.com.ar.3985,184.107.43.74.http:,[S],"2137181802:2137181922,",120:
11:42:06.705276,190-0-175-100.gba.solunet.com.ar.3986,184.107.43.74.http:,[S],"1708265661:1708265781,",120:
11:42:06.705292,190-0-175-100.gba.solunet.com.ar.3987,184.107.43.74.http:,[S],"302804498:302804618,",120:
11:42:06.705308,190-0-175-100.gba.solunet.com.ar.3988,184.107.43.74.http:,[S],"1557596295:1557596415,",120:
11:42:06.705324,190-0-175-100.gba.solunet.com.ar.3989,184.107.43.74.http:,[S],"1699641916:1699642036,",120:
11:42:06.705339,190-0-175-100.gba.solunet.com.ar.3990,184.107.43.74.http:,[S],"1992590237:1992590357,",120:
11:42:06.705355,190-0-175-100.gba.solunet.com.ar.3991,184.107.43.74.http:,[S],"1366506711:1366506831,",120:
11:42:06.705370,190-0-175-100.gba.solunet.com.ar.3992,184.107.43.74.http:,[S],"2023277049:2023277169,",120:
11:42:06.705386,190-0-175-100.gba.solunet.com.ar.3993,184.107.43.74.http:,[S],"2104621484:2104621604,",120:
11:42:06.705402,190-0-175-100.gba.solunet.com.ar.3994,184.107.43.74.http:,[S],"286853598:286853718,",120:
11:42:06.705415,190-0-175-100.gba.solunet.com.ar.3995,184.107.43.74.http:,[S],"2089296454:2089296574,",120:
11:42:06.705428,190-0-175-100.gba.solunet.com.ar.3996,184.107.43.74.http:,[S],"1574366540:1574366660,",120:
11:42:06.705441,190-0-175-100.gba.solunet.com.ar.3997,184.107.43.74.http:,[S],"24960465:24960585,",120:
11:42:06.705454,190-0-175-100.gba.solunet.com.ar.3998,184.107.43.74.http:,[S],"381151215:381151335,",120:
11:42:06.705468,190-0-175-100.gba.solunet.com.ar.3999,184.107.43.74.http:,[S],"926958503:926958623,",120:
11:42:06.705481,190-0-175-100.gba.solunet.com.ar.4000,184.107.43.74.http:,[S],"587845239:587845359,",120:
11:42:06.705495,190-0-175-100.gba.solunet.com.ar.4001,184.107.43.74.http:,[S],"2030216810:2030216930,",120:
11:42:06.705508,190-0-175-100.gba.solunet.com.ar.4002,184.107.43.74.http:,[S],"1044339968:1044340088,",120:
11:42:06.705521,190-0-175-100.gba.solunet.com.ar.4003,184.107.43.74.http:,[S],"294150038:294150158,",120:
11:42:06.705535,190-0-175-100.gba.solunet.com.ar.4004,184.107.43.74.http:,[S],"778106435:778106555,",120:
11:42:06.705548,190-0-175-100.gba.solunet.com.ar.4005,184.107.43.74.http:,[S],"2079268331:2079268451,",120:
11:42:06.705561,190-0-175-100.gba.solunet.com.ar.4006,184.107.43.74.http:,[S],"1469370949:1469371069,",120:
11:42:06.705574,190-0-175-100.gba.solunet.com.ar.4007,184.107.43.74.http:,[S],"429725462:429725582,",120:
11:42:06.705587,190-0-175-100.gba.solunet.com.ar.4008,184.107.43.74.http:,[S],"57667400:57667520,",120:
11:42:06.705600,190-0-175-100.gba.solunet.com.ar.4009,184.107.43.74.http:,[S],"705702777:705702897,",120:
11:42:06.705613,190-0-175-100.gba.solunet.com.ar.4010,184.107.43.74.http:,[S],"1915357063:1915357183,",120:
11:42:06.705627,190-0-175-100.gba.solunet.com.ar.4011,184.107.43.74.http:,[S],"1135841036:1135841156,",120:
11:42:06.705640,190-0-175-100.gba.solunet.com.ar.4012,184.107.43.74.http:,[S],"2040217923:2040218043,",120:
11:42:06.705653,190-0-175-100.gba.solunet.com.ar.4013,184.107.43.74.http:,[S],"1401884604:1401884724,",120:
11:42:06.705666,190-0-175-100.gba.solunet.com.ar.4014,184.107.43.74.http:,[S],"63735782:63735902,",120:
11:42:06.705679,190-0-175-100.gba.solunet.com.ar.4015,184.107.43.74.http:,[S],"1784996737:1784996857,",120:
11:42:06.705692,190-0-175-100.gba.solunet.com.ar.4016,184.107.43.74.http:,[S],"112914681:112914801,",120:
11:42:06.705705,190-0-175-100.gba.solunet.com.ar.4017,184.107.43.74.http:,[S],"1050722571:1050722691,",120:
11:42:06.705718,190-0-175-100.gba.solunet.com.ar.4018,184.107.43.74.http:,[S],"606257608:606257728,",120:
11:42:06.705731,190-0-175-100.gba.solunet.com.ar.4019,184.107.43.74.http:,[S],"337116089:337116209,",120:
11:42:06.705744,190-0-175-100.gba.solunet.com.ar.4020,184.107.43.74.http:,[S],"1942939929:1942940049,",120:
11:42:06.705757,190-0-175-100.gba.solunet.com.ar.4021,184.107.43.74.http:,[S],"973868421:973868541,",120:
11:42:06.705770,190-0-175-100.gba.solunet.com.ar.4022,184.107.43.74.http:,[S],"943891925:943892045,",120:
11:42:06.705783,190-0-175-100.gba.solunet.com.ar.4023,184.107.43.74.http:,[S],"1728803842:1728803962,",120:
11:42:06.705797,190-0-175-100.gba.solunet.com.ar.4024,184.107.43.74.http:,[S],"1138258361:1138258481,",120:
11:42:06.705810,190-0-175-100.gba.solunet.com.ar.4025,184.107.43.74.http:,[S],"1606592727:1606592847,",120:
11:42:06.705823,190-0-175-100.gba.solunet.com.ar.4026,184.107.43.74.http:,[S],"928136098:928136218,",120:
11:42:06.705836,190-0-175-100.gba.solunet.com.ar.4027,184.107.43.74.http:,[S],"677255015:677255135,",120:
11:42:06.705849,190-0-175-100.gba.solunet.com.ar.4028,184.107.43.74.http:,[S],"878909943:878910063,",120:
11:42:06.705862,190-0-175-100.gba.solunet.com.ar.4029,184.107.43.74.http:,[S],"1914252098:1914252218,",120:
11:42:06.705875,190-0-175-100.gba.solunet.com.ar.4030,184.107.43.74.http:,[S],"415272686:415272806,",120:
11:42:06.705888,190-0-175-100.gba.solunet.com.ar.suucp,184.107.43.74.http:,[S],"1264784243:1264784363,",120:
11:42:06.705901,190-0-175-100.gba.solunet.com.ar.4032,184.107.43.74.http:,[S],"50552635:50552755,",120:
11:42:06.705922,190-0-175-100.gba.solunet.com.ar.4033,184.107.43.74.http:,[S],"2111885128:2111885248,",120:
11:42:06.705939,190-0-175-100.gba.solunet.com.ar.4034,184.107.43.74.http:,[S],"1300480815:1300480935,",120:
11:42:06.705954,190-0-175-100.gba.solunet.com.ar.4035,184.107.43.74.http:,[S],"541929779:541929899,",120:
11:42:06.705970,190-0-175-100.gba.solunet.com.ar.4036,184.107.43.74.http:,[S],"1915500352:1915500472,",120:
11:42:06.705985,190-0-175-100.gba.solunet.com.ar.4037,184.107.43.74.http:,[S],"448112539:448112659,",120:
11:42:06.706001,190-0-175-100.gba.solunet.com.ar.4038,184.107.43.74.http:,[S],"864459098:864459218,",120:
11:42:06.706017,190-0-175-100.gba.solunet.com.ar.4039,184.107.43.74.http:,[S],"1074723781:1074723901,",120:
11:42:06.706032,190-0-175-100.gba.solunet.com.ar.4040,184.107.43.74.http:,[S],"1784609365:1784609485,",120:
11:42:06.706048,190-0-175-100.gba.solunet.com.ar.4041,184.107.43.74.http:,[S],"614505618:614505738,",120:
11:42:06.706064,190-0-175-100.gba.solunet.com.ar.4042,184.107.43.74.http:,[S],"847737223:847737343,",120:
11:42:06.706080,190-0-175-100.gba.solunet.com.ar.4043,184.107.43.74.http:,[S],"229554807:229554927,",120:
11:42:06.706095,190-0-175-100.gba.solunet.com.ar.4044,184.107.43.74.http:,[S],"161842976:161843096,",120:
11:42:06.706111,190-0-175-100.gba.solunet.com.ar.4045,184.107.43.74.http:,[S],"708337510:708337630,",120:
11:42:06.706127,190-0-175-100.gba.solunet.com.ar.4046,184.107.43.74.http:,[S],"1506551500:1506551620,",120:
11:42:06.706142,190-0-175-100.gba.solunet.com.ar.4047,184.107.43.74.http:,[S],"521915979:521916099,",120:
11:42:06.706158,190-0-175-100.gba.solunet.com.ar.4048,184.107.43.74.http:,[S],"952637166:952637286,",120:
11:42:06.706171,190-0-175-100.gba.solunet.com.ar.4049,184.107.43.74.http:,[S],"1257489022:1257489142,",120:
11:42:06.706184,190-0-175-100.gba.solunet.com.ar.4050,184.107.43.74.http:,[S],"1773587635:1773587755,",120:
11:42:06.706197,190-0-175-100.gba.solunet.com.ar.4051,184.107.43.74.http:,[S],"148905638:148905758,",120:
11:42:06.706210,190-0-175-100.gba.solunet.com.ar.4052,184.107.43.74.http:,[S],"1652278750:1652278870,",120:
11:42:06.706223,190-0-175-100.gba.solunet.com.ar.4053,184.107.43.74.http:,[S],"785147951:785148071,",120:
11:42:06.706236,190-0-175-100.gba.solunet.com.ar.4054,184.107.43.74.http:,[S],"1423800732:1423800852,",120:
11:42:06.706249,190-0-175-100.gba.solunet.com.ar.4055,184.107.43.74.http:,[S],"411528158:411528278,",120:
11:42:06.706263,190-0-175-100.gba.solunet.com.ar.4056,184.107.43.74.http:,[S],"1502406604:1502406724,",120:
11:42:06.706276,190-0-175-100.gba.solunet.com.ar.4057,184.107.43.74.http:,[S],"1329604872:1329604992,",120:
11:42:06.706289,190-0-175-100.gba.solunet.com.ar.4058,184.107.43.74.http:,[S],"570377979:570378099,",120:
11:42:06.706302,190-0-175-100.gba.solunet.com.ar.4059,184.107.43.74.http:,[S],"103635867:103635987,",120:
11:42:06.706315,190-0-175-100.gba.solunet.com.ar.4060,184.107.43.74.http:,[S],"1843630634:1843630754,",120:
11:42:06.706328,190-0-175-100.gba.solunet.com.ar.4061,184.107.43.74.http:,[S],"1910667671:1910667791,",120:
11:42:06.706341,190-0-175-100.gba.solunet.com.ar.4062,184.107.43.74.http:,[S],"1569531221:1569531341,",120:
11:42:06.706354,190-0-175-100.gba.solunet.com.ar.4063,184.107.43.74.http:,[S],"870773918:870774038,",120:
11:42:06.706367,190-0-175-100.gba.solunet.com.ar.4064,184.107.43.74.http:,[S],"1926280892:1926281012,",120:
11:42:06.706380,190-0-175-100.gba.solunet.com.ar.4065,184.107.43.74.http:,[S],"1741565660:1741565780,",120:
11:42:06.706393,190-0-175-100.gba.solunet.com.ar.4066,184.107.43.74.http:,[S],"858558003:858558123,",120:
11:42:06.706406,190-0-175-100.gba.solunet.com.ar.4067,184.107.43.74.http:,[S],"1192758273:1192758393,",120:
11:42:06.706419,190-0-175-100.gba.solunet.com.ar.4068,184.107.43.74.http:,[S],"1044795362:1044795482,",120:
11:42:06.706432,190-0-175-100.gba.solunet.com.ar.4069,184.107.43.74.http:,[S],"1279128367:1279128487,",120:
11:42:06.706445,190-0-175-100.gba.solunet.com.ar.4070,184.107.43.74.http:,[S],"822997423:822997543,",120:
11:42:06.706458,190-0-175-100.gba.solunet.com.ar.4071,184.107.43.74.http:,[S],"1461011895:1461012015,",120:
11:42:06.706471,190-0-175-100.gba.solunet.com.ar.4072,184.107.43.74.http:,[S],"1660193753:1660193873,",120:
11:42:06.706484,190-0-175-100.gba.solunet.com.ar.4073,184.107.43.74.http:,[S],"120796572:120796692,",120:
11:42:06.706498,190-0-175-100.gba.solunet.com.ar.4074,184.107.43.74.http:,[S],"1367342456:1367342576,",120:
11:42:06.706511,190-0-175-100.gba.solunet.com.ar.4075,184.107.43.74.http:,[S],"1266707084:1266707204,",120:
11:42:06.706524,190-0-175-100.gba.solunet.com.ar.4076,184.107.43.74.http:,[S],"527227967:527228087,",120:
11:42:06.706537,190-0-175-100.gba.solunet.com.ar.4077,184.107.43.74.http:,[S],"655456605:655456725,",120:
11:42:06.706549,190-0-175-100.gba.solunet.com.ar.4078,184.107.43.74.http:,[S],"25825331:25825451,",120:
11:42:06.706563,190-0-175-100.gba.solunet.com.ar.4079,184.107.43.74.http:,[S],"1738454958:1738455078,",120:
11:42:06.706575,190-0-175-100.gba.solunet.com.ar.4080,184.107.43.74.http:,[S],"608383564:608383684,",120:
11:42:06.706588,190-0-175-100.gba.solunet.com.ar.4081,184.107.43.74.http:,[S],"556682433:556682553,",120:
11:42:06.706601,190-0-175-100.gba.solunet.com.ar.4082,184.107.43.74.http:,[S],"1732257203:1732257323,",120:
11:42:06.706615,190-0-175-100.gba.solunet.com.ar.4083,184.107.43.74.http:,[S],"1492419328:1492419448,",120:
11:42:06.706628,190-0-175-100.gba.solunet.com.ar.4084,184.107.43.74.http:,[S],"622316759:622316879,",120:
11:42:06.706641,190-0-175-100.gba.solunet.com.ar.4085,184.107.43.74.http:,[S],"545750228:545750348,",120:
11:42:06.706661,190-0-175-100.gba.solunet.com.ar.4086,184.107.43.74.http:,[S],"1674247893:1674248013,",120:
11:42:06.706677,190-0-175-100.gba.solunet.com.ar.4087,184.107.43.74.http:,[S],"1215249062:1215249182,",120:
11:42:06.706692,190-0-175-100.gba.solunet.com.ar.4088,184.107.43.74.http:,[S],"498358608:498358728,",120:
11:42:06.706708,190-0-175-100.gba.solunet.com.ar.4089,184.107.43.74.http:,[S],"93954509:93954629,",120:
11:42:06.706724,190-0-175-100.gba.solunet.com.ar.4090,184.107.43.74.http:,[S],"105672632:105672752,",120:
11:42:06.706739,190-0-175-100.gba.solunet.com.ar.4091,184.107.43.74.http:,[S],"229659965:229660085,",120:
11:42:06.706755,190-0-175-100.gba.solunet.com.ar.4092,184.107.43.74.http:,[S],"229100530:229100650,",120:
11:42:06.706770,190-0-175-100.gba.solunet.com.ar.4093,184.107.43.74.http:,[S],"1673525548:1673525668,",120:
11:42:06.706786,190-0-175-100.gba.solunet.com.ar.sysrqd,184.107.43.74.http:,[S],"1138741643:1138741763,",120:
11:42:06.706802,190-0-175-100.gba.solunet.com.ar.4095,184.107.43.74.http:,[S],"551029705:551029825,",120:
11:42:06.706817,190-0-175-100.gba.solunet.com.ar.4096,184.107.43.74.http:,[S],"1651955396:1651955516,",120:
11:42:06.706833,190-0-175-100.gba.solunet.com.ar.4097,184.107.43.74.http:,[S],"1005109423:1005109543,",120:
11:42:06.706848,190-0-175-100.gba.solunet.com.ar.4098,184.107.43.74.http:,[S],"1950733708:1950733828,",120:
11:42:06.706864,190-0-175-100.gba.solunet.com.ar.4099,184.107.43.74.http:,[S],"1238656316:1238656436,",120:
11:42:06.706879,190-0-175-100.gba.solunet.com.ar.4100,184.107.43.74.http:,[S],"148005615:148005735,",120:
11:42:06.706895,190-0-175-100.gba.solunet.com.ar.4101,184.107.43.74.http:,[S],"1649262676:1649262796,",120:
11:42:06.706910,190-0-175-100.gba.solunet.com.ar.4102,184.107.43.74.http:,[S],"760988452:760988572,",120:
11:42:06.706924,190-0-175-100.gba.solunet.com.ar.4103,184.107.43.74.http:,[S],"1290860343:1290860463,",120:
11:42:06.706937,190-0-175-100.gba.solunet.com.ar.4104,184.107.43.74.http:,[S],"1212191274:1212191394,",120:
11:42:06.706950,190-0-175-100.gba.solunet.com.ar.4105,184.107.43.74.http:,[S],"1892323701:1892323821,",120:
11:42:06.706963,190-0-175-100.gba.solunet.com.ar.4106,184.107.43.74.http:,[S],"302997412:302997532,",120:
11:42:06.706976,190-0-175-100.gba.solunet.com.ar.4107,184.107.43.74.http:,[S],"1266407670:1266407790,",120:
11:42:06.706989,190-0-175-100.gba.solunet.com.ar.4108,184.107.43.74.http:,[S],"1143043784:1143043904,",120:
11:42:06.707003,190-0-175-100.gba.solunet.com.ar.4109,184.107.43.74.http:,[S],"2106214734:2106214854,",120:
11:42:06.707016,190-0-175-100.gba.solunet.com.ar.4110,184.107.43.74.http:,[S],"1599408182:1599408302,",120:
11:42:06.707029,190-0-175-100.gba.solunet.com.ar.4111,184.107.43.74.http:,[S],"231007691:231007811,",120:
11:42:06.707042,190-0-175-100.gba.solunet.com.ar.4112,184.107.43.74.http:,[S],"705179344:705179464,",120:
11:42:06.707055,190-0-175-100.gba.solunet.com.ar.4113,184.107.43.74.http:,[S],"459213048:459213168,",120:
11:42:06.707068,190-0-175-100.gba.solunet.com.ar.4114,184.107.43.74.http:,[S],"985528132:985528252,",120:
11:42:06.707081,190-0-175-100.gba.solunet.com.ar.4115,184.107.43.74.http:,[S],"758957706:758957826,",120:
11:42:06.707094,190-0-175-100.gba.solunet.com.ar.4116,184.107.43.74.http:,[S],"325252000:325252120,",120:
11:42:06.707107,190-0-175-100.gba.solunet.com.ar.4117,184.107.43.74.http:,[S],"1358658907:1358659027,",120:
